,SMILES,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
210,CC1=CC=C(C=C1)OC(=O)C,10.47585743,-0.283469388,10.47585743,0.283469388,0.451283812,150.177,140.097,150.0680796,58,0,0.30752394,-0.426733588,0.426733588,0.30752394,1.272727273,1.818181818,2.272727273,16.53462614,10.22365294,1.943975233,-1.990648835,2.10393522,-2.001858128,5.687012303,-0.131397763,2.736298072,248.7701726,8.267584714,6.625897658,6.625897658,5.18154055,3.433739641,3.433739641,2.406696226,2.406696226,1.282562812,1.282562812,0.772274284,0.772274284,-1.31,285.5107405,7.793199174,3.191164646,2.415175908,65.80129679,4.736862954,5.749511833,0,0,0,5.969305288,4.794537184,0,0,0,17.69618563,19.05647134,6.9237372,0,9.531400138,5.969305288,0,0,0,13.8474744,0,29.82891977,0,5.749511833,4.736862954,0,5.749511833,0,5.969305288,4.794537184,6.9237372,12.48718869,24.26546827,0,0,0,26.3,0,4.794537184,0,5.969305288,5.749511833,5.563451492,6.9237372,12.13273414,19.05647134,0,4.736862954,4.830277778,0,10.47585743,0,1.153613001,0.316623205,7.351203704,0,3.372424887,0,0.222222222,11,0,2,0,0,0,1,0,1,2,0,2,1,0,0,0,1,1.92032,42.488,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,COC1=CC=C(C=C1)CC=C,5.0214803,0.900752079,5.0214803,0.900752079,0.598020872,148.205,136.109,148.088815,58,0,0.118378113,-0.496768216,0.496768216,0.118378113,1.363636364,2,2.454545455,16.46524937,10.14267883,1.895977734,-1.991937911,2.108308211,-1.83257032,5.274902247,0.414428533,2.736673954,223.1330225,8.104448007,6.709213199,6.709213199,5.363703305,3.603789612,3.603789612,2.340873976,2.340873976,1.539093958,1.539093958,0.928285906,0.928285906,-1.24,380.1758005,7.862459016,3.814282938,2.11427089,67.31511377,4.736862954,5.749511833,0,0,0,0,0,0,0,6.578935684,18.20875424,24.11700725,0,7.109797541,4.736862954,0,0,0,0,6.420821623,7.109797541,42.48387556,0,5.749511833,4.736862954,0,5.749511833,0,7.109797541,6.420821623,0,5.563451492,36.92042406,0,0,0,9.23,0,0,0,0,0,12.17033346,5.563451492,7.109797541,30.34148838,6.578935684,4.736862954,5.0214803,0,0,0,1.26462963,0.900752079,7.998703704,2.811313303,3.667299619,1.669154699,0.2,11,0,1,0,0,0,1,0,1,1,0,1,3,0,0,0,1,2.4237,46.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,CCOC(=O)C,9.821527778,-0.210648148,9.821527778,0.210648148,0.437850878,88.106,80.042,88.0524295,36,0,0.302112778,-0.46617189,0.46617189,0.302112778,1.833333333,2.333333333,2.333333333,16.53089092,10.76990205,1.811567192,-1.88976749,1.691397378,-1.948517209,5.652796097,-0.139887661,2.83125711,49.509775,4.991563832,4.023603362,4.023603362,2.77005561,1.904030206,1.904030206,0.924594326,0.924594326,0.3476007,0.3476007,0.203263132,0.203263132,-0.53,14.83446686,5.47,2.693713647,3.47,37.1091447,4.736862954,0,0,0,0,5.969305288,4.794537184,0,0,0,0,6.9237372,6.9237372,6.606881965,9.531400138,5.969305288,0,0,0,13.8474744,6.606881965,0,0,0,0,0,0,0,12.57618725,9.531400138,0,13.8474744,0,0,0,0,26.3,0,4.794537184,0,5.969305288,6.606881965,0,6.9237372,6.9237372,0,4.736862954,0,4.402777778,0,9.821527778,0,0,-0.210648148,0,0,3.653009259,0,0.75,6,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0.5694,22.307,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,CCCCCCC(=O)OCC=C,10.89509212,-0.105552721,10.89509212,0.105552721,0.333387304,170.252,152.108,170.1306798,70,0,0.305594167,-0.461453641,0.461453641,0.305594167,1.416666667,2.166666667,2.75,16.53205104,10.15096878,1.991950302,-2.000668372,2.025764935,-2.03068378,5.688159301,-0.142030009,3.134308384,129.8002691,9.234204519,7.843594318,7.843594318,5.808060412,4.574080178,4.574080178,2.782348008,2.782348008,1.596626332,1.596626332,0.920154867,0.920154867,-0.79,436.6286477,11.21,8.307943193,7.318577633,74.60919435,4.736862954,6.606881965,0,0,0,5.969305288,4.794537184,0,0,0,38.84115786,6.420821623,6.420821623,0,9.531400138,5.969305288,0,0,0,39.02784531,6.606881965,12.65495579,0,0,0,0,0,0,12.57618725,9.531400138,0,39.02784531,12.65495579,0,0,0,26.3,0,4.794537184,0,5.969305288,13.02770359,12.84164325,12.84164325,6.076020107,0,13.50267288,4.736862954,4.814392715,0,10.89509212,0,0,-0.105552721,0,6.608861253,5.953873299,0,0.7,12,0,2,0,0,0,0,0,0,2,0,2,7,0,0,0,0,2.686,49.915,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
214,CCCCCC(=O)O,9.87412415,-0.681990741,9.87412415,0.327222222,0.566873204,116.16,104.064,116.0837296,48,0,0.302839555,-0.48123039,0.48123039,0.302839555,1.5,2.125,2.5,16.36511716,10.19296976,1.922593033,-1.892948636,1.9665586,-1.921055214,5.660110532,-0.136644141,2.822354554,68.92878689,6.405777394,5.183889011,5.183889011,3.77005561,2.988391115,2.988391115,1.850845324,1.850845324,0.994195557,0.994195557,0.526225725,0.526225725,-0.53,48.27551104,7.47,4.624559505,5.47,49.51971745,5.106527395,0,0,0,0,5.969305288,4.794537184,0,0,0,19.76538045,6.420821623,6.420821623,0,9.901064579,5.969305288,0,0,0,32.60702369,0,0,0,0,0,0,0,0,11.07583268,4.794537184,0,32.60702369,0,0,0,0,37.3,5.969305288,4.794537184,0,0,6.420821623,19.26246487,0,0,0,6.9237372,5.106527395,0,0,9.87412415,8.140104875,0,-0.681990741,0,3.277037037,2.057391345,0,0.833333333,8,1,2,0,0,0,0,0,0,1,1,2,4,0,0,0,0,1.6513,31.7778,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
215,CCCCCCOC(=O)C,10.25421635,-0.169908825,10.25421635,0.169908825,0.436173811,144.214,128.086,144.1150298,60,0,0.302122868,-0.465877687,0.465877687,0.302122868,1.3,2,2.5,16.53145373,10.1972484,1.905831799,-1.989295158,1.979109842,-1.993184743,5.653177753,-0.140571491,2.838589122,89.25838097,7.819990956,6.852030487,6.852030487,4.77005561,3.904030206,3.904030206,2.400703508,2.400703508,1.303216163,1.303216163,0.744736291,0.744736291,-0.53,142.1951606,9.47,6.588063754,7.47,62.56891316,4.736862954,0,0,0,0,5.969305288,4.794537184,0,0,0,26.18620207,6.420821623,6.9237372,6.606881965,9.531400138,5.969305288,0,0,0,39.53076089,6.606881965,0,0,0,0,0,0,0,12.57618725,9.531400138,0,39.53076089,0,0,0,0,26.3,0,4.794537184,0,5.969305288,6.606881965,6.420821623,26.18620207,0,0,6.9237372,4.736862954,4.749501134,0,10.25421635,0,0,-0.169908825,0,4.637436697,4.195421312,0,0.875,10,0,2,0,0,0,0,0,0,2,0,2,5,0,0,0,0,2.1298,40.775,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
216,CCCCCCCCCO,8.46895479,0.36882716,8.46895479,0.36882716,0.544619376,144.258,124.098,144.1514153,62,0,0.043052407,-0.396376569,0.396376569,0.043052407,0.8,1.3,1.8,16.24992522,10.10604694,1.875028194,-1.969926043,2.05329284,-1.827220464,4.428013035,0.282028181,2.647604849,44.68995594,7.656854249,7.104067845,7.104067845,4.914213562,4.523334547,4.523334547,2.844927141,2.844927141,1.761667274,1.761667274,1.06891018,1.06891018,-0.04,175.076748,9.96,8.96,7.96,64.4530217,5.106527395,0,0,0,0,0,0,0,0,0,45.44866694,6.420821623,6.606881965,0,5.106527395,0,0,0,0,51.86948856,6.606881965,0,0,0,0,0,0,0,11.71340936,0,0,51.86948856,0,0,0,0,20.23,0,0,0,0,6.606881965,6.420821623,38.52492974,0,0,6.9237372,5.106527395,0,0,0,8.46895479,0,0,0,8.932334184,2.598711026,0,1,10,1,1,0,0,0,0,0,0,1,1,1,7,0,0,0,0,2.7293,45.0788,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
217,CCCCCCCCCOC(=O)C,10.39556596,-0.161126866,10.39556596,0.161126866,0.429220803,186.295,164.119,186.1619799,78,0,0.302122868,-0.465877687,0.465877687,0.302122868,1,1.538461538,2.076923077,16.53145782,10.10538148,1.927878978,-2.011906134,2.061170359,-1.994846909,5.653186489,-0.140574092,2.872918759,121.2586864,9.9413113,8.97335083,8.97335083,6.27005561,5.404030206,5.404030206,3.46136368,3.46136368,2.053216163,2.053216163,1.275066377,1.275066377,-0.53,673.234929,12.47,9.557183958,11.47,81.6637395,4.736862954,0,0,0,0,5.969305288,4.794537184,0,0,0,45.44866694,6.420821623,6.9237372,6.606881965,9.531400138,5.969305288,0,0,0,58.79322576,6.606881965,0,0,0,0,0,0,0,12.57618725,9.531400138,0,58.79322576,0,0,0,0,26.3,0,4.794537184,0,5.969305288,6.606881965,6.420821623,45.44866694,0,0,6.9237372,4.736862954,4.830646573,0,10.39556596,0,0,-0.161126866,0,8.818784244,4.282796759,0,0.909090909,13,0,2,0,0,0,0,0,0,2,0,2,8,0,0,0,0,3.3001,54.626,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
218,C1=CC=C(C=C1)CSSCC2=CC=CC=C2,2.176663832,1.081686744,2.176663832,1.081686744,0.55041881,246.4,232.288,246.0536924,82,0,0.028837892,-0.089004929,0.089004929,0.028837892,0.5625,0.9375,1.3125,33.1146009,10.2399401,1.944152025,-2.011756775,2.285110172,-1.780496535,8.756362501,1.417359621,1.698217471,356.0952226,11.05419547,9.004212835,10.637206,7.949489743,5.272490922,7.760524794,3.495574514,5.958542867,2.220167121,4.496309496,1.367887329,3.508116283,-0.86,7326.416514,11.62030784,6.664326608,3.950731414,104.8645637,0,0,0,0,0,0,0,0,0,0,82.25146664,11.12690298,11.50570721,0,0,21.58779595,0,0,0,11.50570721,0,71.79057367,0,0,0,0,0,21.58779595,0,11.50570721,0,11.12690298,60.66367068,0,0,0,0,0,0,0,0,0,11.50570721,11.12690298,0,21.58779595,60.66367068,0,0,0,0,0,2.792706811,2.163373488,21.20822242,0,0,3.835697279,0.142857143,16,0,0,0,0,0,2,0,2,2,0,2,5,0,0,0,2,4.7682,75.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
219,COC1=CC=C(C=C1)OC,4.958112245,0.847962963,4.958112245,0.847962963,0.618911315,138.166,128.086,138.0680796,54,0,0.118629093,-0.496763807,0.496763807,0.118629093,0.8,1.1,1.3,16.47041523,10.31021897,1.894532295,-1.999616946,2.152676394,-1.834139467,5.303277061,0.402870363,2.797251263,167.9174942,7.397341225,6.125897658,6.125897658,4.863703305,3.046112076,3.046112076,1.879652811,1.879652811,1.295136894,1.295136894,0.711809491,0.711809491,-1.18,237.5874173,6.933378685,3.106854972,1.405575872,60.38837781,9.473725908,11.49902367,0,0,0,0,0,0,0,0,0,24.26546827,0,14.21959508,9.473725908,0,0,0,0,0,14.21959508,24.26546827,0,11.49902367,9.473725908,0,11.49902367,0,14.21959508,0,0,0,24.26546827,0,0,0,18.46,0,0,0,0,0,11.49902367,0,14.21959508,24.26546827,0,9.473725908,9.91622449,0,0,0,0,1.695925926,7.439814815,0,0,3.281368103,0.25,10,0,2,0,0,0,1,0,1,2,0,2,2,0,0,0,1,1.7038,39.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,CC(=O)OC(C)(C)CC1=CC=CC=C1,10.82736095,-0.423425926,10.82736095,0.230619331,0.68789074,192.258,176.13,192.1150298,76,0,0.302667668,-0.459500687,0.459500687,0.302667668,1.285714286,1.857142857,2.357142857,16.55217891,9.983748826,2.207014517,-2.238813138,2.162713211,-2.289736332,5.660618493,-0.152929689,2.633870023,301.3575849,10.60444801,8.910354708,8.910354708,6.494800481,4.730162819,4.730162819,4.01571159,4.01571159,1.89269265,1.89269265,1.512616762,1.512616762,-1.31,1007.731591,10.76880221,4.268883037,3.603400927,84.89612314,4.736862954,5.601050811,0,0,0,5.969305288,4.794537184,0,0,0,30.33183534,19.41092589,13.34455882,0,9.531400138,5.969305288,0,0,0,32.79308403,0,35.89528683,0,0,0,0,0,0,11.5703561,15.95222176,0,26.33466309,30.33183534,0,0,0,26.3,5.601050811,4.794537184,0,5.969305288,0,6.420821623,12.48718869,0,44.17930974,0,4.736862954,5.202695578,0,10.82736095,0,0.755972222,-0.230619331,10.01109521,0.743472222,5.273356481,0,0.416666667,14,0,2,0,0,0,1,0,1,2,0,2,3,0,0,0,1,2.5708,55.991,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,COC1=CC(=CC=C1)OC,4.976666667,0.818842593,4.976666667,0.818842593,0.618911315,138.166,128.086,138.0680796,54,0,0.122054273,-0.496624814,0.496624814,0.122054273,1,1.5,1.9,16.47547354,10.30895121,1.910642211,-2.008978026,2.171053983,-1.844088029,5.32019106,0.394119275,2.871145729,188.9174942,7.397341225,6.125897658,6.125897658,4.863703305,3.046112076,3.046112076,1.883107135,1.883107135,1.276905261,1.276905261,0.728160158,0.728160158,-1.18,235.2901528,6.933378685,3.106854972,1.405575872,60.38837781,9.473725908,11.49902367,0,0,0,0,0,0,0,0,6.066367068,12.13273414,6.066367068,14.21959508,9.473725908,0,0,0,0,0,14.21959508,24.26546827,0,11.49902367,9.473725908,0,11.49902367,0,14.21959508,0,0,0,24.26546827,0,0,0,18.46,0,0,0,0,0,11.49902367,0,14.21959508,24.26546827,0,9.473725908,9.953333333,0,0,0,0,1.637685185,7.474907407,0,0,3.267407407,0.25,10,0,2,0,0,0,1,0,1,2,0,2,2,0,0,0,1,1.7038,39.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,C1=CSC=N1,3.740740741,1.601851852,3.740740741,1.601851852,0.460095663,85.131,82.107,84.9986201,26,0,0.079074829,-0.253177645,0.253177645,0.079074829,1.6,2.6,2.8,32.13339262,11.03108921,1.589251145,-1.407190146,1.854285776,-1.376352174,7.06971447,1.426926143,3.125,63.36993061,3.535533906,2.587512694,3.404009274,2.5,1.321135634,2.263944675,0.675717179,1.430866744,0.347207903,0.869491114,0.175682092,0.527046277,-0.37,22.88643539,2.845982721,1.171267627,0.449903997,34.29141437,0,0,0,0,0,0,4.983978521,0,0,11.33678588,0,0,11.57690634,5.510539274,0,11.33678588,0,4.983978521,0,0,0,17.08744562,0,0,0,0,0,11.33678588,4.983978521,0,0,0,17.08744562,0,0,0,12.89,0,0,0,0,0,0,0,23.04416872,5.38006277,4.983978521,0,0,1.601851852,3.740740741,1.930555556,1.791666667,0,0,1.768518519,0,0,0,5,0,1,0,0,0,0,1,1,2,0,2,0,0,0,0,1,1.1431,22.114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
223,C1=CN=CC=N1,3.722222222,1.638888889,3.722222222,1.638888889,0.452557143,80.09,76.058,80.03744813,30,0,0.045107531,-0.261519559,0.261519559,0.045107531,0.666666667,1,1.166666667,14.71636877,10.78195646,1.587044057,-1.69797352,1.653036121,-1.656926944,4.703112954,1.202044012,3,77.47078006,4.242640687,3.203828268,3.203828268,3,1.699462226,1.699462226,0.894427191,0.894427191,0.47759852,0.47759852,0.253340871,0.253340871,-0.92,34.39946188,3.276850394,1.49980284,0.516356873,35.87069908,0,0,0,0,0,0,9.967957042,0,0,0,0,0,24.78737429,0,0,0,0,9.967957042,0,0,0,24.78737429,0,0,0,0,0,0,9.967957042,0,0,0,24.78737429,0,0,0,25.78,0,0,0,0,0,0,0,24.78737429,0,9.967957042,0,0,0,7.444444444,0,0,0,0,6.555555556,0,0,0,6,0,2,0,0,0,0,1,1,2,0,2,0,0,0,0,1,0.4766,22.032,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,CC(=O)C1=CN=CC=C1,10.60537037,0.058425926,10.60537037,0.058425926,0.523743595,121.139,114.083,121.0527638,46,0,0.160847338,-0.294450771,0.294450771,0.160847338,1.666666667,2.444444444,2.777777778,16.13742316,10.20552872,1.933756565,-1.882674577,1.941008303,-1.899707749,5.930500348,0.101265112,2.981454614,205.4159526,6.690234444,5.164862963,5.164862963,4.304530453,2.714538861,2.714538861,1.797886617,1.797886617,1.068063202,1.068063202,0.571014931,0.571014931,-1.18,129.2253387,5.947877238,2.395561741,1.353393012,53.54245743,0,0,5.783244946,0,0,0,9.778515705,0,0,0,0,19.05647134,17.95713863,0,4.794537184,5.783244946,0,4.983978521,0,6.9237372,0,30.08987277,0,0,0,0,0,0,10.76722347,0,0,17.28172588,24.52642128,0,0,0,29.96,0,4.794537184,0,5.783244946,5.563451492,0,6.9237372,24.52642128,0,4.983978521,0,0,0,14.39046296,0,0.664351852,0.058425926,3.49212963,3.203148148,1.524814815,0,0.142857143,9,0,2,0,0,0,0,1,1,2,0,2,1,0,0,0,1,1.2842,34.2415,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
225,CCSCC,2.174768519,1.260416667,2.174768519,1.260416667,0.497584695,90.191,80.111,90.05032132,32,0,-0.009612264,-0.162583924,0.162583924,0.009612264,1.2,1.6,1.6,32.16648885,10.96259031,1.667321724,-1.801410353,1.926428275,-1.638162569,7.987152374,1.464374593,2.190609687,11.11941548,4.121320344,3.822461853,4.638958434,2.414213562,1.991563832,3.14626437,0.781474414,2.344423243,0.40824829,1.224744871,0.204124145,0.612372436,0.35,11.2451125,5.35,4.35,4.35,37.9571874,0,0,0,0,0,0,0,0,11.76188495,0,13.8474744,11.50570721,0,0,0,11.76188495,0,0,0,13.8474744,11.50570721,0,0,0,0,0,0,11.76188495,11.50570721,0,0,13.8474744,0,0,0,0,0,0,0,0,0,0,0,11.50570721,0,11.76188495,13.8474744,0,0,1.962962963,0,0,0,2.520833333,0,0,4.349537037,0,1,5,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1.7594,28.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
226,CC(=CCCC(=O)C)C,10.39597978,0.270833333,10.39597978,0.270833333,0.530240264,126.199,112.087,126.1044651,52,0,0.129648603,-0.300018664,0.300018664,0.129648603,1.333333333,1.888888889,2.222222222,16.13716765,10.17280373,1.876053067,-1.886493884,1.96155747,-1.859886855,5.750213472,-0.116439755,3.305042994,118.529325,7.276020882,6.399812122,6.399812122,4.125897658,3.254600961,3.254600961,2.522164652,2.522164652,1.048985498,1.048985498,0.564107051,0.564107051,-0.59,65.14695103,8.41,4.304693905,7.41,56.7657649,4.794537184,5.783244946,0,0,0,0,0,0,0,0,11.64912464,27.19203322,6.420821623,0,4.794537184,5.783244946,0,0,0,33.61285484,0,11.64912464,0,0,0,0,0,0,5.783244946,4.794537184,0,33.61285484,11.64912464,0,0,0,17.07,0,4.794537184,0,5.783244946,6.420821623,6.420821623,5.57310453,6.9237372,13.8474744,6.076020107,0,0,0,10.39597978,0,1.288194444,0.270833333,0,3.67087963,5.707446145,0,0.625,9,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,2.3218,39.346,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
