,SMILES,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
17,CC(C)C1=CC=C(C=C1)C=O,10.287637,0.537687075,10.287637,0.537687075,0.589055324,148.205,136.109,148.088815,58,0,0.149548366,-0.297896409,0.297896409,0.149548366,1.181818182,1.727272727,2.090909091,16.12892236,10.0231174,1.964059888,-2.028407053,2.130107436,-1.86707062,5.741135737,0.111831855,2.9098228,233.5546193,8.267584714,6.872349906,6.872349906,5.236382105,3.789120273,3.789120273,2.939218335,2.939218335,1.739216456,1.739216456,0.95947889,0.95947889,-1.11,335.4793898,7.991112235,3.330810559,1.903490919,67.05269368,0,6.286160523,0,0,0,0,4.794537184,0,0,0,38.11294267,11.48135754,5.563451492,0,4.794537184,6.286160523,0,0,0,19.76538045,0,35.39237126,0,0,0,0,0,0,6.286160523,0,0,35.68682061,24.26546827,0,0,0,17.07,0,4.794537184,0,0,5.917906046,11.84961201,5.563451492,0,24.26546827,13.8474744,0,0,0,10.287637,0,2.018518519,0.537687075,7.687962963,0.865185185,4.269675926,0,0.3,11,0,1,0,0,0,1,0,1,1,0,1,2,0,0,0,1,2.6225,45.9185,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,CCCCCCCC,2.255898526,1.364795918,2.255898526,1.364795918,0.480610605,114.232,96.088,114.1408506,50,0,-0.053316205,-0.065382383,0.065382383,0.053316205,0.625,1,1.25,13.89465923,10.13249414,1.829101335,-1.933064926,2.027759235,-1.734405856,4.386659235,0.624494144,2.530060457,25.01955001,6.242640687,6.242640687,6.242640687,3.914213562,3.914213562,3.914213562,2.414213562,2.414213562,1.457106781,1.457106781,0.853553391,0.853553391,0,61.49961227,8,7,6,53.29384583,0,0,0,0,0,0,0,0,0,0,52.37240414,0,0,0,0,0,0,0,0,52.37240414,0,0,0,0,0,0,0,0,0,0,0,52.37240414,0,0,0,0,0,0,0,0,0,0,0,38.52492974,0,0,13.8474744,0,0,0,0,0,0,0,0,8.488202948,4.511797052,0,1,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3.3668,39.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
19,CCCCCCCC(=O)O,10.03199413,-0.669908825,10.03199413,0.337018141,0.581155704,144.214,128.086,144.1150298,60,0,0.302839557,-0.48123039,0.48123039,0.302839557,1.2,1.8,2.3,16.36511997,10.12424329,1.942098502,-1.947288419,2.036136763,-1.926893215,5.660135891,-0.136650453,2.838589122,89.25838097,7.819990956,6.598102573,6.598102573,4.77005561,3.988391115,3.988391115,2.557952106,2.557952106,1.494195557,1.494195557,0.879779116,0.879779116,-0.53,142.1951606,9.47,6.588063754,7.47,62.24960168,5.106527395,0,0,0,0,5.969305288,4.794537184,0,0,0,32.60702369,6.420821623,6.420821623,0,9.901064579,5.969305288,0,0,0,45.44866694,0,0,0,0,0,0,0,0,11.07583268,4.794537184,0,45.44866694,0,0,0,0,37.3,5.969305288,4.794537184,0,0,6.420821623,12.84164325,19.26246487,0,0,6.9237372,5.106527395,0,0,10.03199413,8.270004173,0,-0.669908825,0,5.884581444,2.149995748,0,0.875,10,1,2,0,0,0,0,0,0,1,1,2,6,0,0,0,0,2.4315,41.0118,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
20,CCCCCCCC=O,9.837549682,0.753684807,9.837549682,0.753684807,0.396610192,128.215,112.087,128.1201151,54,0,0.119490199,-0.303402908,0.303402908,0.119490199,1.111111111,1.777777778,2.333333333,16.12872124,10.13012852,1.854171306,-1.929876633,2.023572083,-1.775682892,5.484130954,-0.107467163,2.663883887,59.58797504,6.949747468,6.228239247,6.228239247,4.414213562,3.851057332,3.851057332,2.369555364,2.369555364,1.425528666,1.425528666,0.831224291,0.831224291,-0.33,103.687916,8.67,7.67,7.67,57.45536793,4.794537184,6.286160523,0,0,0,0,0,0,0,0,32.60702369,6.420821623,6.420821623,0,4.794537184,6.286160523,0,0,0,45.44866694,0,0,0,0,0,0,0,0,6.286160523,4.794537184,0,45.44866694,0,0,0,0,17.07,0,4.794537184,0,0,0,19.12780377,25.68328649,0,0,6.9237372,0,0,0,9.837549682,0,0,0,0,7.968280187,2.194170131,0,0.875,9,0,1,0,0,0,0,0,0,1,0,1,6,0,0,0,0,2.5458,39.44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
21,COC1=CC=CC=C1O,8.985509259,0.180555556,8.985509259,0.180555556,0.612772549,124.139,116.075,124.0524295,48,0,0.159973721,-0.504254836,0.504254836,0.159973721,1.333333333,2,2.444444444,16.473959,10.30895292,1.935713858,-1.987298072,2.224673532,-1.803110262,5.370720837,0.373271281,3.006524007,195.8625685,6.690234444,5.164862963,5.164862963,4.342535255,2.663329503,2.663329503,1.671848839,1.671848839,1.085170219,1.085170219,0.629777043,0.629777043,-1.18,130.6510251,5.947877238,2.395561741,1.134079495,53.70412422,9.843390349,0,11.49902367,0,0,0,0,0,0,0,12.13273414,12.13273414,0,7.109797541,9.843390349,0,0,0,0,0,7.109797541,24.26546827,0,11.49902367,4.736862954,0,11.49902367,0,12.21632494,0,0,0,24.26546827,0,0,0,29.46,0,0,0,5.749511833,5.749511833,0,7.109797541,24.26546827,0,0,9.843390349,4.794953704,0,0,8.985509259,0,0.69212963,6.83787037,0,0,1.52287037,0.142857143,9,1,2,0,0,0,1,0,1,2,1,2,1,0,0,0,1,1.4008,34.6588,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,CC(=O)C(=O)C,9.793981481,-0.37962963,9.793981481,0.37962963,0.425941689,86.09,80.042,86.03677943,34,0,0.194514048,-0.291234314,0.291234314,0.194514048,1,1.166666667,1.166666667,16.17194736,10.32925972,1.938058537,-1.729205364,1.660594335,-2.010290772,6.346873349,-0.133537085,3.567703455,71.54887502,5.154700538,3.816496581,3.816496581,2.64273441,1.65824829,1.65824829,1.112372436,1.112372436,0.495790812,0.495790812,0,0,-0.66,13.60964047,5.34,1.697853245,1.639401198,36.15712157,0,0,11.56648989,0,0,0,9.589074368,0,0,0,0,0,13.8474744,0,9.589074368,11.56648989,0,0,0,13.8474744,0,0,0,0,0,0,0,0,11.56648989,9.589074368,0,13.8474744,0,0,0,0,34.14,0,9.589074368,0,11.56648989,0,0,13.8474744,0,0,0,0,0,0,19.58796296,0,0,-0.759259259,0,0,2.50462963,0,0.5,6,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0.1644,21.362,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,C1CC(=O)OC2=CC=CC=C21,10.80356859,-0.121574074,10.80356859,0.121574074,0.411758202,148.161,140.097,148.0524295,56,0,0.311028149,-0.426225036,0.426225036,0.311028149,1.181818182,2,2.909090909,16.53702204,10.07109045,2.145515299,-2.134447306,2.232806399,-2.147138271,5.746993987,-0.134743423,2.414131025,291.3691367,7.681798276,6.04011122,6.04011122,5.360173345,3.646829486,3.646829486,2.581793231,2.581793231,1.794863898,1.794863898,1.220336113,1.220336113,-1.31,487.8529731,6.403360011,2.381380891,1.11340562,64.79546564,4.736862954,5.749511833,0,0,0,5.969305288,4.794537184,0,0,0,18.19910121,18.05064018,0,6.420821623,9.531400138,5.969305288,0,0,0,12.84164325,0,29.82891977,0,5.749511833,4.736862954,0,5.749511833,0,5.969305288,11.21535881,0,11.98427311,24.26546827,0,0,0,26.3,0,4.794537184,0,5.969305288,6.420821623,17.73378495,0,0,24.26546827,0,4.736862954,4.99287037,0,10.80356859,0,1.131574074,0.60412037,7.642449924,1.325416667,0,0,0.222222222,11,0,2,0,1,1,1,0,1,2,0,2,0,0,0,0,2,1.5382,40.398,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,CS(=O)C,9.555555556,-0.611111111,9.555555556,0.611111111,0.398185077,78.136,72.088,78.01393581,26,0,0.014804214,-0.260157963,0.260157963,0.014804214,1.5,1.5,1.5,32.19696041,11.91219609,1.571634336,-1.598663996,1.47081867,-1.701197897,7.829987043,0.690011823,2.803039488,29.01955001,3.577350269,2.816496581,3.632993162,1.732050808,0.983163248,2.949489743,0.741581624,2.224744871,0,0,0,0,0.15,3.245112498,4.15,1.467460317,126.3722222,28.47844735,0,0,0,0,0,0,4.208898492,0,0,0,0,0,23.31110741,0,4.208898492,10.79956904,0,0,0,0,12.51153837,0,0,0,0,0,0,0,16.72043686,10.79956904,0,0,0,0,0,0,17.07,10.79956904,4.208898492,0,0,0,0,0,12.51153837,0,0,0,9.555555556,0,0,0,0,0,0,3.277777778,0,-0.611111111,1,4,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-0.0053,19.9904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,CCO,7.569444444,0.25,7.569444444,0.25,0.406807966,46.069,40.021,46.04186481,20,0,0.040220582,-0.396663715,0.396663715,0.040220582,2,2,2,16.24899133,10.90816804,1.340293519,-1.522358693,1.296242638,-1.568363547,3.835802336,0.318405613,1.632993162,2.754887502,2.707106781,2.154320377,2.154320377,1.414213562,1.023334547,1.023334547,0.316227766,0.316227766,0,0,0,0,-0.04,2.754887502,2.96,1.96,1.96,19.89842689,5.106527395,0,0,0,0,0,0,0,0,0,0,6.9237372,6.606881965,0,5.106527395,0,0,0,0,6.9237372,6.606881965,0,0,0,0,0,0,0,11.71340936,0,0,6.9237372,0,0,0,0,20.23,0,0,0,6.606881965,0,0,0,6.9237372,0,0,5.106527395,0,0,0,7.569444444,0,0,0,0,1.930555556,0,1,3,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-0.0014,12.7598,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,C(C(=O)O)N,9.243055556,-0.967592593,9.243055556,0.277777778,0.421170888,75.067,70.027,75.0320284,30,0,0.316755978,-0.48029713,0.48029713,0.316755978,2,2.2,2.2,16.36605925,10.71749999,1.805032142,-1.72611454,1.433902476,-2.104229346,5.680936539,-0.134839198,2.847378923,42.91260938,4.28445705,2.639918936,2.639918936,2.27005561,1.189532624,1.189532624,0.597862688,0.597862688,0.174620426,0.174620426,0,0,-0.57,9.651484454,4.43,1.72154519,3.43,29.39983969,10.84019487,0,0,0,0,5.969305288,4.794537184,0,0,0,0,0,0,6.544756406,9.901064579,5.969305288,0,0,5.733667477,0,6.544756406,0,0,0,5.733667477,0,0,0,17.62058909,4.794537184,0,0,0,0,0,0,63.32,5.969305288,4.794537184,0,6.544756406,0,0,0,0,0,5.733667477,5.106527395,0,0,9.243055556,7.597222222,4.571759259,-0.967592593,0,0,-0.277777778,0,0.5,5,3,3,0,0,0,0,0,0,2,2,3,1,0,0,0,0,-0.9703,16.6902,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,C(C(CO)O)O,8.166666667,-0.953703704,8.166666667,0.364583333,0.381494432,92.094,84.03,92.04734412,38,0,0.100047026,-0.393593316,0.393593316,0.100047026,1.166666667,1.5,1.5,16.34480321,10.41839259,1.932810557,-1.963308659,1.712387979,-2.153670382,4.434895881,0.045021493,2.754184786,25.21928095,4.991563832,3.333204618,3.333204618,2.808060412,1.707151003,1.707151003,1.018971878,1.018971878,0.421498206,0.421498206,0.057735027,0.057735027,-0.12,19.80026906,5.88,3.084918033,2.137731959,35.85183651,15.31958218,6.103966388,0,0,0,0,0,0,0,0,0,0,0,13.21376393,15.31958218,0,0,0,0,6.103966388,13.21376393,0,0,0,0,0,0,0,34.6373125,0,0,0,0,0,0,0,60.69,6.103966388,0,0,13.21376393,0,0,0,0,0,0,15.31958218,0,0,0,24.0162037,0,0,0,-0.953703704,-0.729166667,0,1,6,3,3,0,0,0,0,0,0,3,3,3,2,0,0,0,0,-1.6681,20.1784,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,II,2.12,2.12,2.12,2.12,0.577607473,253.808,253.808,253.808946,14,0,0,0,0,0,1,1,1,127.904,125.904,1,-1,1.8857,-0.1143,15.02,13.02,1,0,2,0.755928946,5.070925528,1,0.142857143,6.428571429,0,0,0,0,0,0,1.46,2,3.46,2.46,0.144931507,36.93454135,0,0,0,0,0,0,0,0,0,0,0,0,37.23175901,0,0,37.23175901,0,0,0,0,0,0,0,0,0,0,0,37.23175901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.23175901,0,0,4.24,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.7714,28.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,C(C(C(=O)O)O)(C(=O)O)O,9.771851852,-2.266203704,9.771851852,1.768611111,0.365229185,150.086,144.038,150.0164379,58,0,0.335426588,-0.47923965,0.47923965,0.335426588,0.9,1.1,1.2,16.43489092,10.19711243,2.287815775,-2.068339084,1.920310108,-2.388402943,5.824982415,-0.165273503,4.069511909,133.826806,8.309401077,4.760051501,4.760051501,4.464101615,2.282543268,2.282543268,1.566149956,1.566149956,0.80510447,0.80510447,0.27010171,0.27010171,-1.14,106.7559108,8.86,3.136253269,1.997375402,55.33405658,20.42610958,0,12.20793278,0,0,11.93861058,0,9.589074368,0,0,0,0,0,0,30.01518395,11.93861058,0,0,0,12.20793278,0,0,0,0,0,0,0,0,44.57265293,9.589074368,0,0,0,0,0,0,115.06,24.14654335,9.589074368,0,0,0,0,0,0,0,0,20.42610958,0,0,19.5437037,32.52592593,0,-3.537222222,0,-4.532407407,0,0,0.5,10,4,6,0,0,0,0,0,0,4,4,6,3,0,0,0,0,-2.1226,27.2852,2,2,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,CO,7,1,7,1,0.385284404,32.042,28.01,32.02621475,14,0,0.031940684,-0.399630244,0.399630244,0.031940684,1.5,1.5,1.5,16.23570303,11.77429697,0.839172017,-1.206861577,0.754519782,-1.247319782,3.177807485,0.398992515,1,2,2,1.447213595,1.447213595,1,0.447213595,0.447213595,0,0,0,0,0,0,-0.04,2,1.96,0.96,-27.04,13.53348478,5.106527395,0,0,0,0,0,0,0,0,0,0,0,7.109797541,0,5.106527395,0,0,0,0,0,7.109797541,0,0,0,0,0,0,0,12.21632494,0,0,0,0,0,0,0,20.23,0,0,0,0,0,7.109797541,0,0,0,0,5.106527395,0,0,0,7,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-0.3915,8.1428,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,CCCCCCCCO,8.422781951,0.3671875,8.422781951,0.3671875,0.54704837,130.231,112.087,130.1357652,56,0,0.043052407,-0.396376569,0.396376569,0.043052407,0.888888889,1.444444444,2,16.24992446,10.12740158,1.858126842,-1.952908262,2.030494638,-1.821008324,4.410191863,0.282098727,2.595082707,37.83229392,6.949747468,6.396961064,6.396961064,4.414213562,4.023334547,4.023334547,2.491373751,2.491373751,1.511667274,1.511667274,0.892133485,0.892133485,-0.04,103.687916,8.96,7.96,7.96,58.08807958,5.106527395,0,0,0,0,0,0,0,0,0,39.02784531,6.420821623,6.606881965,0,5.106527395,0,0,0,0,45.44866694,6.606881965,0,0,0,0,0,0,0,11.71340936,0,0,45.44866694,0,0,0,0,20.23,0,0,0,0,6.606881965,6.420821623,32.10410811,0,0,6.9237372,5.106527395,0,0,0,8.422781951,0,0,0,7.495702239,2.58151581,0,1,9,1,1,0,0,0,0,0,0,1,1,1,6,0,0,0,0,2.3392,40.4618,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
32,O,0,0,0,0,0.327747677,18.015,15.999,18.01056468,8,0,-0.411509522,-0.411509522,0.411509522,0.411509522,1,1,1,15.999,15.999,-0.411509522,-0.411509522,-0.2893,-0.2893,0.8238,0.8238,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,-0.04,0,0.96,-27.04,-104.04,6.849231188,5.476191836,0,0,0,0,0,0,0,0,0,0,0,0,0,5.476191836,0,0,0,0,0,0,0,0,0,0,0,0,0,5.476191836,0,0,0,0,0,0,0,31.5,0,0,0,5.476191836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.8247,3.6138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,C1=CC=C(C=C1)CC(C(=O)O)N,10.37864182,-0.959395314,10.37864182,0.385092593,0.690462799,165.192,154.104,165.0789786,64,0,0.320315502,-0.4800777,0.4800777,0.320315502,1.416666667,2,2.5,16.36754459,10.07636439,2.10385745,-2.044220096,2.007606626,-2.316395438,5.730124707,-0.137996347,2.584604082,258.4908623,8.974691495,6.604020551,6.604020551,5.698377303,3.722224694,3.722224694,2.634453445,2.634453445,1.615637533,1.615637533,0.955337441,0.955337441,-1.35,526.6054189,8.743896714,3.875200928,2.358651236,70.82187601,10.84019487,6.041840829,0,0,0,5.969305288,4.794537184,0,0,0,30.33183534,11.98427311,0,0,9.901064579,5.969305288,0,0,5.733667477,12.46266245,0,35.89528683,0,0,5.733667477,0,0,0,17.11767351,11.21535881,0,5.563451492,30.33183534,0,0,0,63.32,12.01114612,4.794537184,0,0,6.420821623,5.563451492,0,0,30.33183534,0,10.84019487,0,0,10.37864182,8.518311602,6.300260771,-0.959395314,8.543755197,0.385092593,0,0,0.222222222,12,3,3,0,0,0,1,0,1,2,2,3,3,0,0,0,1,0.641,45.7572,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,C1=CC=C(C=C1)CCN,5.360538549,0.740092593,5.360538549,0.740092593,0.624507447,121.183,110.095,121.0891494,48,0,-0.00366981,-0.330142607,0.330142607,0.00366981,1.111111111,1.777777778,2.333333333,14.51063872,10.15398534,1.841426564,-1.934332501,1.962974328,-2.013364123,5.140696654,0.968846845,2.61489994,157.4784208,6.527097737,5.378315178,5.378315178,4.431851653,3.172485284,3.172485284,2.024273694,2.024273694,1.275837364,1.275837364,0.811343905,0.811343905,-0.82,145.1665367,6.302249389,3.253988637,1.859038602,55.50117805,5.733667477,0,0,0,0,0,0,0,0,0,30.33183534,18.52902952,0,0,0,0,0,0,5.733667477,6.420821623,6.544756406,35.89528683,0,0,5.733667477,0,0,0,6.544756406,6.420821623,0,5.563451492,30.33183534,0,0,0,26.02,0,0,0,0,0,12.96557803,5.563451492,0,18.19910121,12.13273414,5.733667477,0,0,0,0,6.679982993,0,10.25964664,0.986944444,0.740092593,0,0.25,9,2,1,0,0,0,1,0,1,1,1,1,2,0,0,0,1,1.1878,39.2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
